region,year,sector,value,country
,2010,Agriculture,"1016598000000,00", East Asia & Pacific
,2017,Agriculture,"1199965000000,00", East Asia & Pacific
,2010,Industry,"6099588000000,00", East Asia & Pacific
,2017,Industry,"8159762000000,00", East Asia & Pacific
,2010,Manufacturing,"4066392000000,00", East Asia & Pacific
,2017,Manufacturing,"5519839000000,00", East Asia & Pacific
,2010,Services(value added),"9640737700000,00", East Asia & Pacific
,2017,Services(value added),"14303582800000,00", East Asia & Pacific
,2010,GDP,"20919600000000,00", Europe & Central Asia
,2017,GDP,"21438500000000,00", Europe & Central Asia
,2010,Agriculture,"418392000000,00", Europe & Central Asia
,2017,Agriculture,"428770000000,00", Europe & Central Asia
,2010,Industry,"5020704000000,00", Europe & Central Asia
,2017,Industry,"4930855000000,00", Europe & Central Asia
,2010,Manufacturing,"2928744000000,00", Europe & Central Asia
,2017,Manufacturing,"3001390000000,00", Europe & Central Asia
,2010,Services(value added),"13409463600000,00", Europe & Central Asia
,2017,Services(value added),"13827832500000,00", Europe & Central Asia
,2010,GDP,"5341000000000,00", Latin America & Caribbean
,2017,GDP,"5954700000000,00", Latin America & Caribbean
,2010,Agriculture,"267050000000,00", Latin America & Caribbean
,2017,Agriculture,"297735000000,00", Latin America & Caribbean
,2010,Industry,"1548890000000,00", Latin America & Caribbean
,2017,Industry,"1429128000000,00", Latin America & Caribbean
,2010,Manufacturing,"747740000000,00", Latin America & Caribbean
,2017,Manufacturing,"714564000000,00", Latin America & Caribbean
,2010,Services(value added),"2969596000000,00", Latin America & Caribbean
,2017,Services(value added),"3620457600000,00", Latin America & Caribbean
,2010,GDP,"2767900000000,00", Middle East & North Africa
,2017,GDP,"3265700000000,00", Middle East & North Africa
,2010,Agriculture,"138395000000,00", Middle East & North Africa
,2017,Agriculture,"195942000000,00", Middle East & North Africa
,2010,Industry,"1328592000000,00", Middle East & North Africa
,2017,Industry,"1142995000000,00", Middle East & North Africa
,2010,Manufacturing,"304469000000,00", Middle East & North Africa
,2017,Manufacturing,"359227000000,00", Middle East & North Africa
,2010,Services(value added),"1187429100000,00", Middle East & North Africa
,2017,Services(value added),"1770009400000,00", Middle East & North Africa
,2010,GDP,"16583600000000,00", North America
,2017,GDP,"21050000000000,00", North America
,2010,Agriculture,"165836000000,00", North America
,2017,Agriculture,"210500000000,00", North America
,2010,Industry,"3316720000000,00", North America
,2017,Industry,"3999500000000,00", North America
,2010,Manufacturing,"1990032000000,00", North America
,2017,Manufacturing,"2526000000000,00", North America
,2010,Services(value added),"12454283600000,00", North America
,2017,Services(value added),"16208500000000,00", North America
,2010,GDP,"2042100000000,00", South Asia
,2017,GDP,"3291700000000,00", South Asia
,2010,Agriculture,"367578000000,00", South Asia
,2017,Agriculture,"526672000000,00", South Asia
,2010,Industry,"592209000000,00", South Asia
,2017,Industry,"822925000000,00", South Asia
,2010,Manufacturing,"326736000000,00", South Asia
,2017,Manufacturing,"493755000000,00", South Asia
,2010,Services(value added),"953660700000,00", South Asia
,2017,Services(value added),"1639266600000,00", South Asia
,2010,GDP,"1364300000000,00",SSA
,2017,GDP,"1648700000000,00",SSA
,2010,Agriculture,"231931000000,00",SSA
,2017,Agriculture,"263792000000,00",SSA
,2010,Industry,"354718000000,00",SSA
,2017,Industry,"379201000000,00",SSA
,2010,Manufacturing,"136430000000,00",SSA
,2017,Manufacturing,"164870000000,00",SSA
,2010,Services(value added),"705343100000,00",SSA
,2017,Services(value added),"877108400000,00",SSA
,2010,GDP,"384800000000,00", Low income
,2017,GDP,"549700000000,00", Low income
,2010,Agriculture,"107744000000,00", Low income
,2017,Agriculture,"142922000000,00", Low income
,2010,Industry,"84656000000,00", Low income
,2017,Industry,"164910000000,00", Low income
,2010,Manufacturing,"30784000000,00", Low income
,2017,Manufacturing,"49473000000,00", Low income
,2010,Services(value added),"152765600000,00", Low income
,2010,GDP,"4491500000000,00", Lower middle income
,2017,GDP,"6504200000000,00", Lower middle income
,2010,Agriculture,"763555000000,00", Lower middle income
,2017,Agriculture,"975630000000,00", Lower middle income
,2010,Industry,"1392365000000,00", Lower middle income
,2017,Industry,"1821176000000,00", Lower middle income
,2010,Manufacturing,"718640000000,00", Lower middle income
,2017,Manufacturing,"1040672000000,00", Lower middle income
,2010,Services(value added),"2102022000000,00", Lower middle income
,2017,Services(value added),"3226083200000,00", Lower middle income
,2010,GDP,"15362400000000,00", Upper middle income
,2017,GDP,"22168400000000,00", Upper middle income
,2010,Agriculture,"1075368000000,00", Upper middle income
,2017,Agriculture,"1330104000000,00", Upper middle income
,2010,Industry,"5837712000000,00", Upper middle income
,2017,Industry,"7315572000000,00", Upper middle income
,2010,Manufacturing,"3226104000000,00", Upper middle income
,2017,Manufacturing,"4655364000000,00", Upper middle income
,2010,Services(value added),"7681200000000,00", Upper middle income
,2017,Services(value added),"12325630400000,00", Upper middle income
,2010,GDP,"45719300000000,00", High income
,2017,GDP,"51475400000000,00", High income
,2010,Agriculture,"457193000000,00", High income
,2017,Agriculture,"514754000000,00", High income
,2010,Industry,"10972632000000,00", High income
,2017,Industry,"11839342000000,00", High income
,2010,Manufacturing,"6400702000000,00", High income
,2017,Manufacturing,"7206556000000,00", High income
,2010,Services(value added),"31500597700000,00", High income
,2017,Services(value added),"35826878400000,00", High income
SADC,2010,GDP,"82500000000,00",AGO
SADC,2017,GDP,"124200000000,00",AGO
SADC,2010,Agriculture,"0,00",AGO
SADC,2017,Agriculture,"0,00",AGO
SADC,2017,Industry,"0,00",AGO
SADC,2010,Manufacturing,"0,00",AGO
SADC,2017,Manufacturing,"0,00",AGO
SADC,2010,Services(value added),"0,00",AGO
SADC,2017,Services(value added),"0,00",AGO
SADC,2010,GDP,"12800000000,00",BWA
SADC,2017,GDP,"17400000000,00",BWA
SADC,2010,Agriculture,"256000000,00",BWA
SADC,2017,Agriculture,"348000000,00",BWA
SADC,2010,Industry,"4096000000,00",BWA
SADC,2017,Industry,"5220000000,00",BWA
SADC,2010,Manufacturing,"768000000,00",BWA
SADC,2017,Manufacturing,"870000000,00",BWA
SADC,2010,Services(value added),"6080000000,00",BWA
SADC,2017,Services(value added),"10213800000,00",BWA
SADC,2010,GDP,"21600000000,00",COD
SADC,2017,GDP,"37200000000,00",COD
SADC,2010,Agriculture,"4536000000,00",COD
SADC,2017,Agriculture,"7440000000,00",COD
SADC,2010,Industry,"8424000000,00",COD
SADC,2017,Industry,"15624000000,00",COD
SADC,2010,Manufacturing,"3456000000,00",COD
SADC,2017,Manufacturing,"7440000000,00",COD
SADC,2010,Services(value added),"7646400000,00",COD
SADC,2017,Services(value added),"12685200000,00",COD
SADC,2010,GDP,"2400000000,00",LSO
SADC,2017,GDP,"2600000000,00",LSO
SADC,2010,Agriculture,"120000000,00",LSO
SADC,2017,Agriculture,"130000000,00",LSO
SADC,2010,Industry,"720000000,00",LSO
SADC,2017,Industry,"858000000,00",LSO
SADC,2010,Manufacturing,"312000000,00",LSO
SADC,2017,Manufacturing,"416000000,00",LSO
SADC,2010,Services(value added),"1356000000,00",LSO
SADC,2017,Services(value added),"1367600000,00",LSO
SADC,2010,GDP,"8700000000,00",MDG
SADC,2017,GDP,"11500000000,00",MDG
SADC,2010,Agriculture,"2262000000,00",MDG
SADC,2017,Agriculture,"2415000000,00",MDG
SADC,2010,Industry,"1305000000,00",MDG
SADC,2017,Industry,"1955000000,00",MDG
SADC,2010,Manufacturing,"1131000000,00",MDG
SADC,2017,Manufacturing,"0,00",MDG
SADC,2010,Services(value added),"4471800000,00",MDG
SADC,2017,Services(value added),"5566000000,00",MDG
SADC,2010,GDP,"7000000000,00",MWI
SADC,2017,GDP,"6300000000,00",MWI
SADC,2010,Agriculture,"2100000000,00",MWI
SADC,2017,Agriculture,"1638000000,00",MWI
SADC,2010,Industry,"1050000000,00",MWI
SADC,2017,Industry,"882000000,00",MWI
SADC,2010,Manufacturing,"700000000,00",MWI
SADC,2017,Manufacturing,"567000000,00",MWI
SADC,2010,Services(value added),"3353000000,00",MWI
SADC,2017,Services(value added),"3301200000,00",MWI
SADC,2010,GDP,"10000000000,00",MUS
SADC,2017,GDP,"13300000000,00",MUS
SADC,2010,Agriculture,"400000000,00",MUS
SADC,2017,Agriculture,"399000000,00",MUS
SADC,2010,Industry,"2200000000,00",MUS
SADC,2017,Industry,"2394000000,00",MUS
SADC,2010,Manufacturing,"1400000000,00",MUS
SADC,2017,Manufacturing,"1596000000,00",MUS
SADC,2010,Services(value added),"6290000000,00",MUS
SADC,2017,Services(value added),"8897700000,00",MUS
SADC,2010,GDP,"10200000000,00",MOZ
SADC,2017,GDP,"12300000000,00",MOZ
SADC,2010,Agriculture,"2754000000,00",MOZ
SADC,2017,Agriculture,"2706000000,00",MOZ
SADC,2010,Industry,"1836000000,00",MOZ
SADC,2017,Industry,"2214000000,00",MOZ
SADC,2010,Manufacturing,"1020000000,00",MOZ
SADC,2017,Manufacturing,"1107000000,00",MOZ
SADC,2010,Services(value added),"5059200000,00",MOZ
SADC,2017,Services(value added),"6666600000,00",MOZ
SADC,2010,GDP,"11300000000,00",NAM
SADC,2017,GDP,"13200000000,00",NAM
SADC,2010,Agriculture,"1017000000,00",NAM
SADC,2017,Agriculture,"924000000,00",NAM
SADC,2010,Industry,"3164000000,00",NAM
SADC,2017,Industry,"3696000000,00",NAM
SADC,2010,Manufacturing,"1356000000,00",NAM
SADC,2017,Manufacturing,"1452000000,00",NAM
SADC,2010,Services(value added),"6463600000,00",NAM
SADC,2017,Services(value added),"7708800000,00",NAM
SADC,2010,GDP,"1000000000,00",SYC
SADC,2017,GDP,"1500000000,00",SYC
SADC,2010,Agriculture,"20000000,00",SYC
SADC,2017,Agriculture,"30000000,00",SYC
SADC,2010,Industry,"140000000,00",SYC
SADC,2017,Industry,"165000000,00",SYC
SADC,2010,Manufacturing,"80000000,00",SYC
SADC,2017,Manufacturing,"90000000,00",SYC
SADC,2010,Services(value added),"685000000,00",SYC
SADC,2017,Services(value added),"1065000000,00",SYC
SADC,2010,GDP,"375300000000,00",ZAF
SADC,2017,GDP,"349400000000,00",ZAF
SADC,2010,Agriculture,"7506000000,00",ZAF
SADC,2017,Agriculture,"6988000000,00",ZAF
SADC,2010,Industry,"101331000000,00",ZAF
SADC,2017,Industry,"90844000000,00",ZAF
SADC,2010,Manufacturing,"48789000000,00",ZAF
SADC,2017,Manufacturing,"41928000000,00",ZAF
SADC,2010,Services(value added),"228933000000,00",ZAF
SADC,2017,Services(value added),"214881000000,00",ZAF
SADC,2010,GDP,"4400000000,00",SWZ
SADC,2017,GDP,"4400000000,00",SWZ
SADC,2010,Agriculture,"440000000,00",SWZ
SADC,2017,Agriculture,"396000000,00",SWZ
SADC,2010,Industry,"1672000000,00",SWZ
SADC,2017,Industry,"1540000000,00",SWZ
SADC,2010,Manufacturing,"1452000000,00",SWZ
SADC,2017,Manufacturing,"1364000000,00",SWZ
SADC,2010,Services(value added),"2182400000,00",SWZ
SADC,2017,Services(value added),"2244000000,00",SWZ
SADC,2010,GDP,"31400000000,00",TZA
SADC,2017,GDP,"52100000000,00",TZA
SADC,2010,Agriculture,"9420000000,00",TZA
SADC,2017,Agriculture,"15630000000,00",TZA
SADC,2010,Industry,"6280000000,00",TZA
SADC,2017,Industry,"13546000000,00",TZA
SADC,2010,Manufacturing,"2198000000,00",TZA
SADC,2017,Manufacturing,"3126000000,00",TZA
SADC,2010,Services(value added),"13878800000,00",TZA
SADC,2017,Services(value added),"19537500000,00",TZA
SADC,2010,GDP,"20300000000,00",ZMB
SADC,2017,GDP,"25800000000,00",ZMB
SADC,2010,Agriculture,"1827000000,00",ZMB
SADC,2017,Agriculture,"1806000000,00",ZMB
SADC,2010,Industry,"6496000000,00",ZMB
SADC,2017,Industry,"9288000000,00",ZMB
SADC,2010,Manufacturing,"1624000000,00",ZMB
SADC,2017,Manufacturing,"2064000000,00",ZMB
SADC,2010,Services(value added),"10718400000,00",ZMB
SADC,2017,Services(value added),"13596600000,00",ZMB
SADC,2010,GDP,"10100000000,00",ZWE
SADC,2017,GDP,"17800000000,00",ZWE
SADC,2010,Agriculture,"1111000000,00",ZWE
SADC,2017,Agriculture,"1780000000,00",ZWE
SADC,2010,Industry,"2424000000,00",ZWE
SADC,2017,Industry,"3916000000,00",ZWE
SADC,2010,Manufacturing,"1111000000,00",ZWE
SADC,2017,Manufacturing,"1424000000,00",ZWE
SADC,2010,Services(value added),"5080300000,00",ZWE
SADC,2017,Services(value added),"10021400000,00",ZWE
